id,is_new,type,is_answer,is_acceptAnswer,interval_fir_ans(hour),interval_acc_ans(hour),body_len
P5176,1,so post,1,0,0.1175,,1200
P5177,1,so post,1,0,40.11083333,,1210
P5178,1,so post,0,0,,,1716
P5179,1,so post,0,0,,,191
P5180,1,so post,1,0,2.81,,117
P5181,1,so post,0,0,,,4750
P5182,1,so post,0,0,,,3526
P5183,1,so post,1,0,0.351388889,,2068
P5184,1,so post,1,0,21.7275,,6078
P5185,1,so post,1,0,1.545277778,,340
P5186,1,so post,0,0,,,819
P5187,1,so post,0,0,,,1793
P5188,1,so post,1,1,0.940555556,0.940555556,1595
P5189,1,so post,1,0,1.187222222,,1116
P5190,1,so post,0,0,,,1598
P5191,1,so post,1,1,3049.879722,3049.879722,749
P5192,1,so post,0,0,,,820
P5193,1,so post,0,0,,,1108
P5194,1,so post,0,0,,,1680
P5195,1,so post,1,1,15.375,15.375,1010
P5196,1,so post,1,0,361.1425,,2587
P5197,1,so post,0,0,,,672
P5198,1,so post,0,0,,,5562
P5199,1,so post,1,1,0.163055556,0.163055556,513
P5200,1,so post,0,0,,,847
P5201,1,so post,0,0,,,1145
P5202,1,so post,0,0,,,1343
P5203,1,so post,0,0,,,1369
P5204,1,so post,0,0,,,153
P5205,1,so post,0,0,,,151
P5206,1,so post,1,0,752.2019444,,1167
P5207,1,so post,0,0,,,2321
P5208,1,so post,0,0,,,291
P5209,1,so post,1,1,0.141388889,0.244444444,686
P5210,1,so post,1,1,2370.62,2370.62,3496
P5211,1,so post,0,0,,,1474
P5212,1,so post,1,1,1.898055556,51.53027778,4144
P5213,1,so post,1,1,9.995,9.995,232
P5214,1,so post,0,0,,,2015
P5215,1,so post,0,0,,,566
P5216,1,so post,0,0,,,769
P5217,1,so post,1,0,0.1325,,421
P5218,1,so post,1,0,2348.326111,,377
P5219,1,so post,0,0,,,493
P5220,1,so post,1,0,3.931388889,,650
P5221,1,so post,0,0,,,774
P5222,1,so post,0,0,,,2200
P5223,1,so post,0,0,,,4045
P5224,1,so post,1,1,28.61,28.61,565
P5225,1,so post,0,0,,,1644
P5226,1,so post,1,1,682.34,682.34,561
P5227,1,so post,0,0,,,1164
P5228,1,so post,0,0,,,415
P5229,1,so post,1,0,1735.1025,,850
P5230,1,so post,0,0,,,473
P5231,1,so post,1,1,888.4088889,888.4088889,375
P5232,1,so post,1,1,0.184444444,3.36,1478
P5233,1,so post,1,1,3.207777778,3.207777778,1934
P5234,1,so post,1,0,14.79583333,,6295
P5235,1,so post,0,0,,,1382
P5236,1,so post,1,1,0.259722222,0.259722222,1594
P5237,1,so post,1,1,26.98027778,26.98027778,831
P5238,1,so post,1,0,63.66222222,,2508
P5239,1,so post,0,0,,,1147
P5240,1,so post,1,1,0.750277778,0.750277778,973
P5241,1,so post,0,0,,,847
P5242,1,so post,0,0,,,4679
P5243,1,so post,0,0,,,1828
P5244,1,so post,1,1,0.329444444,0.709722222,1214
P5245,1,so post,1,0,2.138611111,,489
P5246,1,so post,1,0,34.30833333,,1321
P5247,1,so post,1,0,99.34583333,,964
P5248,1,so post,1,0,70.17083333,,925
P5249,1,so post,1,0,15.06583333,,743
P5250,1,so post,0,0,,,514
P5251,1,so post,0,0,,,4232
P5252,1,so post,1,0,407.8216667,,3205
P5253,1,so post,0,0,,,2517
P5254,1,so post,1,1,73.87361111,73.87361111,1873
P5255,1,so post,1,1,70.92666667,70.92666667,1166
P5256,1,so post,0,0,,,268
P5257,1,so post,1,0,0.336666667,,7641
P5258,1,so post,1,1,2.37,49.92861111,1803
P5259,1,so post,1,1,19.3,188.8825,3579
P5260,1,so post,1,1,1.965833333,1.965833333,522
P5261,1,so post,1,1,5.886111111,5.886111111,4771
P5262,1,so post,1,1,0.278888889,0.278888889,674
P5263,1,so post,1,0,1.185277778,,482
P5264,1,so post,1,0,0.301944444,,874
P5265,1,so post,0,0,,,1775
P5266,1,so post,0,0,,,5374
P5267,1,so post,1,0,15.5325,,531
P5268,1,so post,0,0,,,873
P5269,1,so post,0,0,,,4953
P5270,1,so post,1,1,2.624444444,2.624444444,146
P5271,1,so post,1,1,27.54111111,27.54111111,1753
P5272,1,so post,0,0,,,1094
P5273,1,so post,0,0,,,1434
P5274,1,so post,1,0,0.202222222,,2289
P5275,1,so post,1,0,21.56527778,,389
P5276,1,so post,1,1,113.6586111,113.6586111,1482
P5277,1,so post,0,0,,,1233
P5278,1,so post,1,0,1.770277778,,1919
P5279,1,so post,1,1,0.179444444,0.179444444,742
P5280,1,so post,1,1,0.524166667,0.524166667,5984
P5281,1,so post,1,1,167.7477778,167.7477778,5588
P5282,1,so post,1,1,17.59416667,17.59416667,623
P5283,1,so post,0,0,,,1123
P5284,1,so post,1,0,0.196666667,,1170
P5285,1,so post,0,0,,,649
P5286,1,so post,1,1,118.2525,118.2525,1115
P5287,1,so post,0,0,,,1545
P5288,1,so post,0,0,,,476
P5289,1,so post,0,0,,,2120
P5290,1,so post,1,1,89.9075,89.9075,667
P5291,1,so post,0,0,,,843
P5292,1,so post,1,1,0.183611111,0.183611111,5344
P5293,1,so post,0,0,,,1427
P5294,1,so post,0,0,,,8028
P5295,1,so post,1,1,0.547777778,0.547777778,510
P5296,1,so post,0,0,,,896
P5297,1,so post,0,0,,,496
P5298,1,so post,0,0,,,2802
P5299,1,so post,0,0,,,3140
P5300,1,so post,0,0,,,845
P5301,1,so post,1,0,1490.369722,,2247
P5302,1,so post,1,0,0.193333333,,904
P5303,1,so post,1,1,1.559722222,1.559722222,3940
P5304,1,so post,0,0,,,2774
P5305,1,so post,0,0,,,2121
P5306,1,so post,1,1,28.54111111,115.8305556,1079
P5307,1,so post,0,0,,,1612
P5308,1,so post,1,0,8.189166667,,7606
P5309,1,so post,1,0,0.440555556,,826
P5310,1,so post,1,1,20.72833333,20.72833333,4323
P5311,1,so post,1,0,1653.501389,,1283
P5312,1,so post,1,1,65.68694444,65.68694444,2439
P5313,1,so post,0,0,,,4276
P5314,1,so post,1,0,7.711944444,,2210
P5315,1,so post,1,0,894.1494444,,486
P5316,1,so post,1,0,2.299722222,,4317
P5317,1,so post,0,0,,,267
P5318,1,so post,0,0,,,766
P5319,1,so post,1,1,1.206944444,1.206944444,1282
P5320,1,so post,0,0,,,548
P5321,1,so post,0,0,,,212
P5322,1,so post,1,0,0.4575,,433
P5323,1,so post,0,0,,,1820
P5324,1,so post,0,0,,,5071
P5325,1,so post,0,0,,,1993
P5326,1,so post,1,1,0.266111111,0.266111111,1643
P5327,1,so post,1,0,12.78444444,,1246
P5328,1,so post,1,1,0.364722222,0.364722222,1326
P5329,1,so post,1,0,0.331666667,,716
P5330,1,so post,1,1,1.386111111,1.386111111,1042
P5331,1,so post,1,0,144.4872222,,732
P5332,1,so post,1,0,1.473055556,,128
P5333,1,so post,1,0,1.988611111,,1249
P5334,1,so post,1,1,1.078333333,1.078333333,1101
P5335,1,so post,0,0,,,617
P5336,1,so post,0,0,,,364
P5337,1,so post,1,1,0.136666667,0.136666667,915
P5338,1,so post,1,1,1.731944444,1.731944444,812
P5339,1,so post,0,0,,,934
P5340,1,so post,1,1,0.084166667,0.084166667,1029
P5341,1,so post,1,0,11.45888889,,3177
P5342,1,so post,1,0,946.8405556,,1691
P5343,1,so post,1,1,0.383055556,0.383055556,3257
P5344,1,so post,1,0,217.6263889,,239
P5345,1,so post,0,0,,,852
P5346,1,so post,1,0,23.95222222,,1327
P5347,1,so post,1,0,70.45638889,,703
P5348,1,so post,1,0,91.34972222,,1653
P5349,1,so post,1,1,3.519722222,3.519722222,379
P5350,1,so post,0,0,,,1225
P5351,1,so post,1,1,0.101111111,0.101111111,5200
P5352,1,so post,1,1,5.379444444,5.379444444,1724
P5353,1,so post,0,0,,,417
P5354,1,so post,0,0,,,587
P5355,1,so post,0,0,,,1633
P5356,1,so post,1,1,0.371388889,0.963333333,299
P5357,1,so post,0,0,,,1330
P5358,1,so post,1,0,0.403333333,,2968
P5359,1,so post,0,0,,,1272
P5360,1,so post,1,1,1.469166667,1.469166667,668
P5361,1,so post,0,0,,,911
P5362,1,so post,1,1,0.237777778,0.237777778,292
P5363,1,so post,1,1,87.52944444,87.52944444,2466
P5364,1,so post,1,0,15.17083333,,1411
P5365,1,so post,1,0,10.56277778,,1822
P5366,1,so post,1,1,10.25555556,10.25555556,1337
P5367,1,so post,1,1,7.680277778,7.680277778,1511
P5368,1,so post,0,0,,,1664
P5369,1,so post,0,0,,,581
P5370,1,so post,1,1,8.663611111,8.663611111,208
P5371,1,so post,1,1,1.979444444,1.979444444,1607
P5372,1,so post,1,1,11.13555556,11.13555556,1464
P5373,1,so post,0,0,,,1277
P5374,1,so post,1,1,69.16194444,69.16194444,774
P5375,1,so post,0,0,,,2164
P5376,1,so post,1,0,0.0825,,1320
P5377,1,so post,1,0,1.184722222,,661
P5378,1,so post,1,0,0.055555556,,2248
P5379,1,so post,0,0,,,165
P5380,1,so post,0,0,,,860
P5381,1,so post,0,0,,,435
P5382,1,so post,1,1,884.3172222,884.3172222,1857
P5383,1,so post,0,0,,,2544
P5384,1,so post,0,0,,,1415
P5385,1,so post,0,0,,,596
P5386,1,so post,1,1,11.64,11.64,2093
P5387,1,so post,1,1,47.47,47.47,2368
P5388,1,so post,1,1,0.729444444,33.41138889,1587
P5389,1,so post,1,1,0.119166667,0.119166667,517
P5390,1,so post,1,0,2518.845,,983
P5391,1,so post,1,1,2.976111111,2.976111111,2224
P5392,1,so post,1,1,110.0227778,110.0227778,3474
P5393,1,so post,1,0,3.670555556,,1580
P5394,1,so post,1,1,25.45305556,25.45305556,1445
P5395,1,so post,1,0,1.021388889,,1610
P5396,1,so post,0,0,,,1850
P5397,1,so post,1,1,12.59944444,47.36111111,432
P5398,1,so post,1,0,23.86194444,,2860
P5399,1,so post,1,0,16.10583333,,736
P5400,1,so post,1,0,0.115555556,,159
P5401,1,so post,0,0,,,3026
P5402,1,so post,0,0,,,1056
P5403,1,so post,0,0,,,3174
P5404,1,so post,1,0,31.19638889,,476
P5405,1,so post,0,0,,,487
P5406,1,so post,0,0,,,1360
P5407,1,so post,1,1,26.17527778,31.03805556,1556
P5408,1,so post,1,0,0.366111111,,753
P5409,1,so post,0,0,,,1477
P5410,1,so post,1,0,22.09055556,,2705
P5411,1,so post,0,0,,,762
P5412,1,so post,1,0,0.729722222,,1770
P5413,1,so post,0,0,,,982
P5414,1,so post,0,0,,,1578
P5415,1,so post,1,0,0.363333333,,632
P5416,1,so post,1,0,0.205555556,,2135
P5417,1,so post,1,1,1.168055556,1.168055556,821
P5418,1,so post,0,0,,,2887
P5419,1,so post,1,1,16.04666667,16.04666667,2718
P5420,1,so post,0,0,,,3557
P5421,1,so post,0,0,,,690
P5422,1,so post,0,0,,,126
P5423,1,so post,1,1,0.101666667,0.101666667,1059
P5424,1,so post,1,1,54.71722222,54.71722222,1434
P5425,1,so post,0,0,,,1586
P5426,1,so post,0,0,,,1571
P5427,1,so post,1,1,0.416111111,0.582222222,3532
P5428,1,so post,0,0,,,1400
P5429,1,so post,0,0,,,565
P5430,1,so post,1,0,0.421388889,,394
P5431,1,so post,1,0,0.656666667,,680
P5432,1,so post,1,0,96.44222222,,1149
P5433,1,so post,1,1,21.46527778,21.46527778,601
P5434,1,so post,1,0,6.113055556,,1428
P5435,1,so post,1,0,8.614166667,,618
P5436,1,so post,0,0,,,696
P5437,1,so post,1,0,0.446944444,,1217
P5438,1,so post,1,0,34.88972222,,3907
P5439,1,so post,0,0,,,1053
P5440,1,so post,0,0,,,585
P5441,1,so post,0,0,,,1533
P5442,1,so post,1,1,19.86555556,19.86555556,1308
P5443,1,so post,1,0,2.676388889,,515
P5444,1,so post,1,0,0,,1012
P5445,1,so post,1,1,0.457222222,0.457222222,1200
P5446,1,so post,1,1,2.28,2.455555556,1499
P5447,1,so post,0,0,,,2124
P5448,1,so post,0,0,,,1661
P5449,1,so post,1,0,1863.712778,,560
P5450,1,so post,1,1,17.74972222,17.74972222,2712
P5451,1,so post,1,0,0.148888889,,2071
P5452,1,so post,1,1,0.451944444,0.451944444,1442
P5453,1,so post,0,0,,,297
P5454,1,so post,0,0,,,452
P5455,1,so post,1,1,811.8305556,811.8305556,1645
P5456,1,so post,0,0,,,1702
P5457,1,so post,1,1,34.65305556,34.65305556,719
P5458,1,so post,1,1,62.49833333,62.49833333,1110
P5459,1,so post,1,0,212.4483333,,287
P5460,1,so post,1,0,10.20277778,,651
P5461,1,so post,1,1,1.225277778,22.43527778,2757
P5462,1,so post,0,0,,,942
P5463,1,so post,1,0,0.216111111,,1437
P5464,1,so post,1,1,5.2525,5.2525,4463
P5465,1,so post,1,1,2.575,2.575,1443
P5466,1,so post,1,1,0.218888889,0.218888889,2158
P5467,1,so post,1,0,2.112222222,,598
P5468,1,so post,1,1,1.6475,1.6475,3023
P5469,1,so post,0,0,,,243
P5470,1,so post,0,0,,,2212
P5471,1,so post,0,0,,,1563
P5472,1,so post,0,0,,,1716
P5473,1,so post,0,0,,,1931
P5474,1,so post,0,0,,,455
P5475,1,so post,0,0,,,1189
P5476,1,so post,0,0,,,1142
P5477,1,so post,1,1,2.624166667,2.624166667,2284
P5478,1,so post,1,0,24.5075,,1572
P5479,1,so post,0,0,,,590
P5480,1,so post,0,0,,,451
P5481,1,so post,1,1,1.125277778,1.125277778,462
P5482,1,so post,0,0,,,915
P5483,1,so post,1,1,0.646111111,0.646111111,3579
P5484,1,so post,1,0,0.652222222,,188
P5485,1,so post,1,1,7.096666667,47.46333333,1670
P5486,1,so post,0,0,,,384
P5487,1,so post,1,1,0.956388889,0.956388889,701
P5488,1,so post,1,1,0.308888889,0.308888889,119
P5489,1,so post,1,1,0.133888889,0.133888889,143
P5490,1,so post,1,0,192.3469444,,2108
P5491,1,so post,1,0,0.968055556,,2355
P5492,1,so post,1,0,0.066666667,,3021
P5493,1,so post,1,0,1.231111111,,203
P5494,1,so post,1,1,342.9183333,342.9183333,1275
P5495,1,so post,1,1,0.244444444,3.690277778,1238
P5496,1,so post,0,0,,,2816
P5497,1,so post,0,0,,,938
P5498,1,so post,0,0,,,2656
P5499,1,so post,1,1,0.476111111,0.476111111,895
P5500,1,so post,0,0,,,412
P5501,1,so post,1,1,7.906388889,7.906388889,373
P5502,1,so post,0,0,,,575
P5503,1,so post,1,1,0.476388889,4.140555556,1050
P5504,1,so post,0,0,,,4567
P5505,1,so post,1,0,3.0625,,2096
P5506,1,so post,1,1,0,0,1558
P5507,1,so post,1,1,3,3,655
P5508,1,so post,1,0,12.63388889,,481
P5509,1,so post,1,1,7.985,7.985,3476
P5510,1,so post,1,1,7.810277778,7.810277778,494
P5511,1,so post,1,1,193.2933333,193.2933333,348
P5512,1,so post,1,1,0.888055556,0.888055556,976
P5513,1,so post,0,0,,,2219
P5514,1,so post,1,1,1.917777778,1.917777778,2699
P5515,1,so post,1,0,2.874166667,,225
P5516,1,so post,0,0,,,986
P5517,1,so post,0,0,,,1099
P5518,1,so post,1,1,120.0180556,120.0180556,2147
P5519,1,so post,1,1,25.86777778,72.68472222,1130
P5520,1,so post,0,0,,,1134
P5521,1,so post,1,1,0.433055556,0.433055556,1439
P5522,1,so post,1,0,12.86611111,,406
P5523,1,so post,1,0,0.747777778,,1548
P5524,1,so post,0,0,,,2497
P5525,1,so post,1,1,49.12361111,49.12361111,1992
P5526,1,so post,1,0,0.307222222,,5474
P5527,1,so post,0,0,,,567
P5528,1,so post,0,0,,,493
P5529,1,so post,0,0,,,394
P5530,1,so post,1,1,4.085833333,4.085833333,2554
P5531,1,so post,0,0,,,951
P5532,1,so post,0,0,,,1174
P5533,1,so post,0,0,,,600
P5534,1,so post,1,0,23.40138889,,1766
P5535,1,so post,1,1,0.746666667,0.746666667,944
P5536,1,so post,0,0,,,3306
P5537,1,so post,1,1,0.201388889,0.201388889,2452
P5538,1,so post,0,0,,,1550
P5539,1,so post,1,0,0.781666667,,595
P5540,1,so post,0,0,,,2177
P5541,1,so post,1,1,5.261388889,5.261388889,2943
P5542,1,so post,0,0,,,565
P5543,1,so post,0,0,,,794
P5544,1,so post,0,0,,,859
P5545,1,so post,1,0,13.03305556,,847
P5546,1,so post,0,0,,,3160
P5547,1,so post,0,0,,,1128
P5548,1,so post,0,0,,,225
P5549,1,so post,1,0,762.5169444,,3023
P5550,1,so post,1,0,0.382222222,,224
P5551,1,so post,1,0,0.571111111,,1587
P5552,1,so post,0,0,,,1858
P5553,1,so post,1,1,2.919444444,2.919444444,1048
P5554,1,so post,1,0,1804.379722,,1235
P5555,1,so post,0,0,,,1804
P5556,1,so post,1,1,2017.806111,2017.806111,1088
P5557,1,so post,1,1,0.088333333,0.205,869
P5558,1,so post,1,1,0.365277778,0.365277778,2288
P5559,1,so post,1,0,136.4827778,,462
P5560,1,so post,0,0,,,1155
P5561,1,so post,1,0,0.405555556,,759
P5562,1,so post,0,0,,,997
P5563,1,so post,1,1,0.375555556,0.375555556,169
P5564,1,so post,1,1,0.151388889,0.151388889,478
P5565,1,so post,1,0,8.035555556,,381
P5566,1,so post,0,0,,,691
P5567,1,so post,0,0,,,3435
P5568,1,so post,1,0,32.91333333,,1310
P5569,1,so post,0,0,,,687
P5570,1,so post,1,1,1.4225,1.4225,1174
P5571,1,so post,1,1,960.9319444,960.9319444,2263
P5572,1,so post,0,0,,,1910
P5573,1,so post,1,1,3.099166667,3.099166667,657
P5574,1,so post,1,1,78.05611111,78.05611111,3962
P5575,1,so post,0,0,,,638
P5576,1,so post,1,0,0.873611111,,4250
P5577,1,so post,0,0,,,2320
P5578,1,so post,1,1,0.488333333,0.488333333,532
P5579,1,so post,1,1,73.655,73.655,2137
P5580,1,so post,1,1,112.0363889,112.0363889,794
P5581,1,so post,1,0,12.15722222,,1624
P5582,1,so post,0,0,,,718
P5583,1,so post,0,0,,,1200
P5584,1,so post,1,0,0.236111111,,1265
P5585,1,so post,0,0,,,1107
P5586,1,so post,0,0,,,5326
P5587,1,so post,0,0,,,1304
P5588,1,so post,1,0,67.605,,2188
P5589,1,so post,0,0,,,1011
P5590,1,so post,0,0,,,1780
P5591,1,so post,1,0,13.03555556,,1319
P5592,1,so post,1,1,240.2888889,240.2888889,3814
P5593,1,so post,1,1,0.151944444,0.151944444,1025
P5594,1,so post,0,0,,,761
P5595,1,so post,0,0,,,5462
P5596,1,so post,0,0,,,573
P5597,1,so post,1,1,3.165,3.165,2009
P5598,1,so post,0,0,,,4985
P5599,1,so post,0,0,,,3200
P5600,1,so post,1,1,7.457777778,7.457777778,2455
P5601,1,so post,0,0,,,600
P5602,1,so post,1,0,1.062222222,,432
P5603,1,so post,1,1,383.7366667,383.7366667,3266
P5604,1,so post,1,1,0.348333333,0.348333333,5673
P5605,1,so post,1,0,22.08583333,,14866
P5606,1,so post,1,1,58.75805556,58.75805556,1246
P5607,1,so post,1,1,25.88444444,25.88444444,2669
P5608,1,so post,1,1,27.58472222,27.58472222,1793
P5609,1,so post,1,0,23.01972222,,606
P5610,1,so post,1,0,3.453888889,,1980
P5611,1,so post,1,1,1.191944444,1.191944444,1994
P5612,1,so post,1,0,1007.040833,,1473
P5613,1,so post,1,1,1.007777778,1.007777778,1175
P5614,1,so post,0,0,,,1716
P5615,1,so post,0,0,,,3819
P5616,1,so post,1,0,17.82111111,,401
P5617,1,so post,1,0,0.268611111,,184
P5618,1,so post,1,0,1.673055556,,700
P5619,1,so post,0,0,,,473
P5620,1,so post,0,0,,,1383
P5621,1,so post,0,0,,,2454
P5622,1,so post,0,0,,,2375
P5623,1,so post,0,0,,,2360
P5624,1,so post,1,1,4.576666667,4.576666667,949
P5625,1,so post,0,0,,,2591
P5626,1,so post,1,1,9.876111111,9.876111111,1684
P5627,1,so post,1,0,15.59416667,,336
P5628,1,so post,0,0,,,603
P5629,1,so post,0,0,,,7763
P5630,1,so post,1,1,6.076666667,47.01638889,1614
P5631,1,so post,1,0,3.976111111,,1196
P5632,1,so post,1,0,3.475833333,,581
P5633,1,so post,0,0,,,1038
P5634,1,so post,0,0,,,788
P5635,1,so post,1,0,0.695,,2445
P5636,1,so post,1,1,0.716944444,0.716944444,1446
P5637,1,so post,0,0,,,1003
P5638,1,so post,0,0,,,376
P5639,1,so post,0,0,,,3249
P5640,1,so post,1,1,0.166944444,0.166944444,2701
P5641,1,so post,1,1,0.498055556,0.498055556,626
P5642,1,so post,1,1,1.0375,8.170833333,1636
P5643,1,so post,0,0,,,1367
P5644,1,so post,1,1,0.564444444,0.564444444,600
P5645,1,so post,1,0,95.7325,,3670
P5646,1,so post,0,0,,,1365
P5647,1,so post,0,0,,,1430
P5648,1,so post,0,0,,,983
P5649,1,so post,1,1,8.886388889,8.886388889,1239
P5650,1,so post,0,0,,,564
P5651,1,so post,1,1,0.396666667,0.396666667,1094
P5652,1,so post,0,0,,,446
P5653,1,so post,1,1,21.87166667,21.87166667,589
P5654,1,so post,1,1,3.057777778,97.10027778,733
P5655,1,so post,0,0,,,806
P5656,1,so post,1,1,661.8280556,661.8280556,755
P5657,1,so post,0,0,,,1339
P5658,1,so post,0,0,,,727
P5659,1,so post,1,1,168.4208333,168.4208333,1947
P5660,1,so post,1,0,2.216666667,,1182
P5661,1,so post,0,0,,,6834
P5662,1,so post,0,0,,,491
P5663,1,so post,0,0,,,289
P5664,1,so post,0,0,,,8056
P5665,1,so post,1,1,19.21111111,19.21111111,1725
P5666,1,so post,1,0,0.882222222,,2311
P5667,1,so post,1,0,584.5872222,,1775
P5668,1,so post,0,0,,,1417
P5669,1,so post,1,1,10.83583333,10.83583333,731
P5670,1,so post,0,0,,,714
P5671,1,so post,0,0,,,3031
P5672,1,so post,1,1,407.5044444,407.5044444,1447
P5673,1,so post,0,0,,,3295
P5674,1,so post,0,0,,,1634
P5675,1,so post,1,1,1.334444444,1.334444444,930
P5676,1,so post,0,0,,,643
P5677,1,so post,1,1,1192.497222,1192.497222,419
P5678,1,so post,1,0,1079.958333,,1235
P5679,1,so post,0,0,,,970
P5680,1,so post,1,1,13.87166667,13.87166667,1070
P5681,1,so post,0,0,,,946
P5682,1,so post,1,1,0.193888889,0.193888889,3222
P5683,1,so post,1,1,0.841944444,0.841944444,1378
P5684,1,so post,0,0,,,1311
P5685,1,so post,1,0,0.081111111,,1098
P5686,1,so post,1,1,3.606388889,3.606388889,2146
P5687,1,so post,1,1,16.26055556,16.26055556,1953
P5688,1,so post,1,0,1206.229167,,2506
P5689,1,so post,1,0,0.210555556,,2179
P5690,1,so post,0,0,,,510
P5691,1,so post,1,0,15.32444444,,427
P5692,1,so post,0,0,,,448
P5693,1,so post,0,0,,,1156
P5694,1,so post,0,0,,,1153
P5695,1,so post,0,0,,,903
P5696,1,so post,1,0,11.85777778,,1070
P5697,1,so post,1,0,24.9275,,3640
P5698,1,so post,1,1,10.95611111,10.95611111,1343
P5699,1,so post,1,0,7.010833333,,1785
P5700,1,so post,0,0,,,231
P5701,1,so post,0,0,,,248
P5702,1,so post,1,1,0.499166667,0.499166667,1928
P5703,1,so post,0,0,,,929
P5704,1,so post,1,0,116.1463889,,1026
P5705,1,so post,1,0,550.3958333,,2293
P5706,1,so post,1,1,290.3094444,290.3094444,1620
P5707,1,so post,0,0,,,629
P5708,1,so post,0,0,,,1572
P5709,1,so post,1,0,5.691388889,,1598
P5710,1,so post,0,0,,,1055
P5711,1,so post,1,0,351.1,,874
P5712,1,so post,1,1,1.325,1.325,680
P5713,1,so post,1,1,0.043611111,0.043611111,874
P5714,1,so post,1,1,0.1675,0.1675,1912
P5715,1,so post,0,0,,,189
P5716,1,so post,0,0,,,2036
P5717,1,so post,1,0,826.9594444,,1768
P5718,1,so post,1,1,0.1,0.1,2656
P5719,1,so post,1,0,8.848611111,,1207
P5720,1,so post,0,0,,,542
P5721,1,so post,0,0,,,880
P5722,1,so post,0,0,,,784
P5723,1,so post,0,0,,,5447
P5724,1,so post,0,0,,,2072
P5725,1,so post,0,0,,,395
P5726,1,so post,1,1,5.12,5.12,1563
P5727,1,so post,1,1,8.051388889,8.051388889,723
P5728,1,so post,0,0,,,1179
P5729,1,so post,1,1,0.055555556,0.055555556,967
P5730,1,so post,1,1,0.675833333,0.675833333,17417
P5731,1,so post,0,0,,,872
P5732,1,so post,0,0,,,881
P5733,1,so post,0,0,,,316
P5734,1,so post,1,1,56.41333333,56.41333333,1866
P5735,1,so post,1,0,0.884444444,,2810
P5736,1,so post,0,0,,,3741
P5737,1,so post,1,1,562.0391667,562.0391667,3202
P5738,1,so post,1,0,651.5444444,,5465
P5739,1,so post,1,0,18.1575,,1664
P5740,1,so post,1,0,13.08194444,,1673
P5741,1,so post,0,0,,,1284
P5742,1,so post,1,1,1.897777778,1.897777778,961
P5743,1,so post,0,0,,,1021
P5744,1,so post,1,1,0.521111111,0.521111111,682
P5745,1,so post,1,0,39.24833333,,198
P5746,1,so post,0,0,,,1164
P5747,1,so post,1,1,2.773055556,2.773055556,1685
P5748,1,so post,1,1,27.63305556,27.63305556,819
P5749,1,so post,1,1,18.84888889,18.84888889,1729
P5750,1,so post,0,0,,,4092
P5751,1,so post,1,0,0.331111111,,1546
P5752,1,so post,0,0,,,328
P5753,1,so post,1,1,0.567222222,47.55638889,1451
P5754,1,so post,0,0,,,1610
P5755,1,so post,1,1,186.8369444,186.8369444,2401
P5756,1,so post,1,0,0.173888889,,1076
P5757,1,so post,1,0,444.355,,2040
P5758,1,so post,1,0,5.071111111,,939
P5759,1,so post,0,0,,,443
P5760,1,so post,0,0,,,1132
P5761,1,so post,1,1,814.4883333,814.4883333,4394
P5762,1,so post,0,0,,,1409
P5763,1,so post,1,1,174.4602778,174.4602778,3236
P5764,1,so post,0,0,,,1282
P5765,1,so post,1,1,0.2525,0.2525,817
P5766,1,so post,1,1,0.133888889,0.133888889,235
P5767,1,so post,1,0,0.893333333,,447
P5768,1,so post,0,0,,,306
P5769,1,so post,0,0,,,1033
P5770,1,so post,0,0,,,504
P5771,1,so post,1,1,2.199166667,2.199166667,2421
P5772,1,so post,0,0,,,2446
P5773,1,so post,1,1,1.856666667,1.856666667,2271
P5774,1,so post,1,0,46.25472222,,1161
P5775,1,so post,0,0,,,539
P5776,1,so post,0,0,,,640
P5777,1,so post,0,0,,,454
P5778,1,so post,1,0,1715.665,,2215
P5779,1,so post,1,1,0.621666667,0.621666667,4359
P5780,1,so post,0,0,,,1293
P5781,1,so post,1,0,6.803888889,,1174
P5782,1,so post,0,0,,,480
P5783,1,so post,0,0,,,784
P5784,1,so post,1,1,1.296666667,1.296666667,1104
P5785,1,so post,1,0,71.515,,2062
P5786,1,so post,0,0,,,1093
P5787,1,so post,0,0,,,1304
P5788,1,so post,0,0,,,951
P5789,1,so post,1,1,7.634444444,7.634444444,1178
P5790,1,so post,0,0,,,2640
P5791,1,so post,1,1,0.477777778,0.477777778,1678
P5792,1,so post,0,0,,,3408
P5793,1,so post,1,1,24.3775,24.3775,2676
P5794,1,so post,0,0,,,774
P5795,1,so post,1,1,136.3136111,136.3136111,1035
P5796,1,so post,1,1,0.318888889,0.318888889,1351
P5797,1,so post,1,1,1.509166667,89.17888889,1580
P5798,1,so post,0,0,,,1717
P5799,1,so post,0,0,,,1256
P5800,1,so post,0,0,,,1207
P5801,1,so post,1,1,267.9805556,267.9805556,1100
P5802,1,so post,0,0,,,586
P5803,1,so post,0,0,,,1060
P5804,1,so post,0,0,,,1196
P5805,1,so post,1,0,1489.374167,,343
P5806,1,so post,1,0,170.1722222,,781
P5807,1,so post,1,0,0.297222222,,922
P5808,1,so post,0,0,,,1472
P5809,1,so post,1,0,1.5425,,1190
P5810,1,so post,0,0,,,834
P5811,1,so post,1,0,0.254444444,,1430
P5812,1,so post,0,0,,,2770
P5813,1,so post,1,1,7.4225,7.4225,12856
P5814,1,so post,1,0,41.54222222,,1468
